[TEST START] TURBOPUMP INLET TELEMETRY
[WARN] SENSOR S1 (INLET_P) EXPERIENCING HIGH FREQUENCY INTERFERENCE
[T+0.010] INLET_P: 933.19 | PUMP_RPM: 94956 | BRG_TEMP: 120.9
[T+11.790] INLET_P: 227.26 | PUMP_RPM: 94976 | BRG_TEMP: 120.8
[T+11.800] INLET_P: 141.15 | PUMP_RPM: 95035 | BRG_TEMP: 119.9
[T+11.810] INLET_P: 484.92 | PUMP_RPM: 95015 | BRG_TEMP: 119.1
[T+11.820] INLET_P: 474.19 | PUMP_RPM: 94990 | BRG_TEMP: 120.3
[T+11.830] INLET_P: 65.40 | PUMP_RPM: 94955 | BRG_TEMP: 119.7
[T+11.840] INLET_P: 294.13 | PUMP_RPM: 95009 | BRG_TEMP: 120.9
[T+11.850] INLET_P: 65.86 | PUMP_RPM: 95016 | BRG_TEMP: 120.1
[T+11.860] INLET_P: 484.39 | PUMP_RPM: 95001 | BRG_TEMP: 120.6
[T+11.870] INLET_P: 455.03 | PUMP_RPM: 94986 | BRG_TEMP: 120.1
[T+11.880] INLET_P: 65.41 | PUMP_RPM: 94986 | BRG_TEMP: 120.7
[T+11.890] INLET_P: -34.35 | PUMP_RPM: 95045 | BRG_TEMP: 119.2
[T+11.900] INLET_P: 568.61 | PUMP_RPM: 95037 | BRG_TEMP: 120.3
[T+11.910] INLET_P: 443.42 | PUMP_RPM: 94958 | BRG_TEMP: 120.3
[T+11.920] INLET_P: 303.28 | PUMP_RPM: 95040 | BRG_TEMP: 120.4
[T+11.930] INLET_P: 168.38 | PUMP_RPM: 94994 | BRG_TEMP: 120.4
[T+11.940] INLET_P: 288.87 | PUMP_RPM: 94998 | BRG_TEMP: 119.7
[T+11.950] INLET_P: 418.90 | PUMP_RPM: 94973 | BRG_TEMP: 120.1
[T+11.960] INLET_P: 372.75 | PUMP_RPM: 95022 | BRG_TEMP: 119.6
[T+11.970] INLET_P: 517.07 | PUMP_RPM: 95009 | BRG_TEMP: 119.4
[T+11.980] INLET_P: 208.57 | PUMP_RPM: 95046 | BRG_TEMP: 119.6
[T+11.990] INLET_P: 0.17 | PUMP_RPM: 94993 | BRG_TEMP: 120.0
[T+12.000] INLET_P: 363.04 | PUMP_RPM: 94965 | BRG_TEMP: 120.6
[T+12.010] INLET_P: 442.66 | PUMP_RPM: 95043 | BRG_TEMP: 119.8
[T+12.020] INLET_P: 610.23 | PUMP_RPM: 94977 | BRG_TEMP: 120.9
[T+12.030] INLET_P: 331.53 | PUMP_RPM: 94957 | BRG_TEMP: 120.6
[T+12.040] INLET_P: 584.69 | PUMP_RPM: 95032 | BRG_TEMP: 119.9
[T+12.050] INLET_P: 159.58 | PUMP_RPM: 95024 | BRG_TEMP: 119.8
[T+12.060] INLET_P: 413.71 | PUMP_RPM: 95040 | BRG_TEMP: 119.4
[T+12.070] INLET_P: 384.71 | PUMP_RPM: 95032 | BRG_TEMP: 119.1
[T+12.080] INLET_P: 141.56 | PUMP_RPM: 95000 | BRG_TEMP: 119.9
[T+12.090] INLET_P: 593.71 | PUMP_RPM: 94958 | BRG_TEMP: 119.8
[T+12.100] INLET_P: 545.70 | PUMP_RPM: 95031 | BRG_TEMP: 120.6
[T+12.110] INLET_P: 87.21 | PUMP_RPM: 95011 | BRG_TEMP: 120.0
[T+12.120] INLET_P: 469.31 | PUMP_RPM: 94992 | BRG_TEMP: 120.5
[T+12.130] INLET_P: 308.16 | PUMP_RPM: 95040 | BRG_TEMP: 119.8
[T+12.140] INLET_P: 53.96 | PUMP_RPM: 95008 | BRG_TEMP: 120.4
[T+12.150] INLET_P: 243.08 | PUMP_RPM: 95004 | BRG_TEMP: 120.7
[T+12.160] INLET_P: -52.52 | PUMP_RPM: 95021 | BRG_TEMP: 120.3
[T+12.170] INLET_P: 157.70 | PUMP_RPM: 95041 | BRG_TEMP: 119.0
[T+12.180] INLET_P: 593.57 | PUMP_RPM: 95007 | BRG_TEMP: 119.2
[T+12.190] INLET_P: 321.12 | PUMP_RPM: 95001 | BRG_TEMP: 120.5
[T+12.200] INLET_P: -55.97 | PUMP_RPM: 94970 | BRG_TEMP: 119.0
[T+12.210] INLET_P: -5.35 | PUMP_RPM: 95039 | BRG_TEMP: 119.5
[T+12.220] INLET_P: 421.96 | PUMP_RPM: 95046 | BRG_TEMP: 120.1
[T+12.230] INLET_P: 5.83 | PUMP_RPM: 95026 | BRG_TEMP: 120.4
[T+12.240] INLET_P: -65.09 | PUMP_RPM: 94994 | BRG_TEMP: 119.5
[T+12.250] INLET_P: 62.51 | PUMP_RPM: 95035 | BRG_TEMP: 120.5
[T+12.260] INLET_P: 542.34 | PUMP_RPM: 95015 | BRG_TEMP: 119.2
[T+12.270] INLET_P: 70.73 | PUMP_RPM: 94998 | BRG_TEMP: 120.6
[T+12.280] INLET_P: 559.32 | PUMP_RPM: 95046 | BRG_TEMP: 121.0
[T+12.290] INLET_P: 147.03 | PUMP_RPM: 94976 | BRG_TEMP: 119.6
[T+12.300] INLET_P: 63.58 | PUMP_RPM: 95025 | BRG_TEMP: 120.3
[T+12.310] INLET_P: 97.00 | PUMP_RPM: 95006 | BRG_TEMP: 120.0
[T+12.320] INLET_P: 228.58 | PUMP_RPM: 94960 | BRG_TEMP: 119.4
[T+12.330] INLET_P: 297.38 | PUMP_RPM: 95016 | BRG_TEMP: 120.6
[T+12.340] INLET_P: -70.27 | PUMP_RPM: 94996 | BRG_TEMP: 119.3
[T+12.350] INLET_P: 462.39 | PUMP_RPM: 95049 | BRG_TEMP: 119.5
[T+12.360] INLET_P: 99.32 | PUMP_RPM: 94972 | BRG_TEMP: 120.6
[T+12.370] INLET_P: 264.60 | PUMP_RPM: 95031 | BRG_TEMP: 119.9
[T+12.380] INLET_P: 36.86 | PUMP_RPM: 95014 | BRG_TEMP: 119.5
[T+12.390] INLET_P: 86.07 | PUMP_RPM: 94973 | BRG_TEMP: 119.9
[T+12.400] INLET_P: 46.81 | PUMP_RPM: 94967 | BRG_TEMP: 119.4
[T+12.410] INLET_P: 125.57 | PUMP_RPM: 95024 | BRG_TEMP: 119.3
[T+12.420] INLET_P: 497.24 | PUMP_RPM: 94951 | BRG_TEMP: 119.5
[T+12.430] INLET_P: 511.23 | PUMP_RPM: 94984 | BRG_TEMP: 120.0
[T+12.440] INLET_P: 402.46 | PUMP_RPM: 94992 | BRG_TEMP: 120.4
[T+12.450] INLET_P: 276.64 | PUMP_RPM: 94979 | BRG_TEMP: 119.7
[T+12.460] INLET_P: 521.39 | PUMP_RPM: 94997 | BRG_TEMP: 119.7
[T+12.470] INLET_P: 216.21 | PUMP_RPM: 95007 | BRG_TEMP: 121.0
[T+12.480] INLET_P: 309.56 | PUMP_RPM: 95043 | BRG_TEMP: 119.2
[T+12.490] INLET_P: 190.26 | PUMP_RPM: 94952 | BRG_TEMP: 119.0
[T+12.500] INLET_P: 459.83 | PUMP_RPM: 95014 | BRG_TEMP: 119.8
[T+12.510] INLET_P: 155.44 | PUMP_RPM: 94978 | BRG_TEMP: 120.2
[T+12.520] INLET_P: 512.95 | PUMP_RPM: 94963 | BRG_TEMP: 120.1
[T+12.530] INLET_P: 417.08 | PUMP_RPM: 94994 | BRG_TEMP: 119.8
[T+12.540] INLET_P: 568.43 | PUMP_RPM: 95029 | BRG_TEMP: 120.9
[T+12.550] INLET_P: -22.89 | PUMP_RPM: 94955 | BRG_TEMP: 119.2
[T+12.560] INLET_P: 264.70 | PUMP_RPM: 95000 | BRG_TEMP: 119.5
[T+12.570] INLET_P: 82.14 | PUMP_RPM: 94961 | BRG_TEMP: 119.9
[T+12.580] INLET_P: 384.17 | PUMP_RPM: 95032 | BRG_TEMP: 120.9
[T+12.590] INLET_P: 89.46 | PUMP_RPM: 95009 | BRG_TEMP: 120.6
[T+12.600] INLET_P: 133.61 | PUMP_RPM: 95044 | BRG_TEMP: 119.4
[T+12.610] INLET_P: 406.73 | PUMP_RPM: 95032 | BRG_TEMP: 120.4
[T+12.620] INLET_P: 445.00 | PUMP_RPM: 94994 | BRG_TEMP: 119.4
[T+12.630] INLET_P: 321.32 | PUMP_RPM: 95009 | BRG_TEMP: 119.6
[T+12.640] INLET_P: 356.44 | PUMP_RPM: 95037 | BRG_TEMP: 120.6
[T+12.650] INLET_P: -61.66 | PUMP_RPM: 94991 | BRG_TEMP: 120.6
[T+12.660] INLET_P: 223.66 | PUMP_RPM: 94973 | BRG_TEMP: 119.0
[T+12.670] INLET_P: 179.91 | PUMP_RPM: 95019 | BRG_TEMP: 120.8
[T+12.680] INLET_P: 552.94 | PUMP_RPM: 94966 | BRG_TEMP: 119.8
[T+12.690] INLET_P: 329.80 | PUMP_RPM: 94975 | BRG_TEMP: 119.1
[T+12.700] INLET_P: 143.40 | PUMP_RPM: 94977 | BRG_TEMP: 120.2
[T+12.710] INLET_P: 315.03 | PUMP_RPM: 95024 | BRG_TEMP: 119.4
[T+12.720] INLET_P: 280.21 | PUMP_RPM: 94990 | BRG_TEMP: 119.4
[T+12.730] INLET_P: 435.85 | PUMP_RPM: 95044 | BRG_TEMP: 120.7
[T+12.740] INLET_P: 188.84 | PUMP_RPM: 95012 | BRG_TEMP: 119.7
[T+12.750] INLET_P: 71.00 | PUMP_RPM: 94960 | BRG_TEMP: 120.2
[T+12.760] INLET_P: 552.40 | PUMP_RPM: 95010 | BRG_TEMP: 120.8
[T+12.770] INLET_P: 196.40 | PUMP_RPM: 94963 | BRG_TEMP: 120.5
[T+12.780] INLET_P: 152.59 | PUMP_RPM: 94978 | BRG_TEMP: 119.8
[T+12.790] INLET_P: 431.36 | PUMP_RPM: 94975 | BRG_TEMP: 120.1
[T+12.800] INLET_P: -125.87 | PUMP_RPM: 94995 | BRG_TEMP: 120.3
[T+12.810] INLET_P: 524.37 | PUMP_RPM: 94996 | BRG_TEMP: 120.8
[T+12.820] INLET_P: 216.99 | PUMP_RPM: 95025 | BRG_TEMP: 120.4
[T+12.830] INLET_P: 220.05 | PUMP_RPM: 94995 | BRG_TEMP: 120.6
[T+12.840] INLET_P: 223.45 | PUMP_RPM: 95026 | BRG_TEMP: 120.8
[T+12.850] INLET_P: 505.55 | PUMP_RPM: 95035 | BRG_TEMP: 120.7
[T+12.860] INLET_P: 81.38 | PUMP_RPM: 94996 | BRG_TEMP: 120.2
[T+12.870] INLET_P: 194.61 | PUMP_RPM: 94965 | BRG_TEMP: 120.2
[T+12.880] INLET_P: 91.53 | PUMP_RPM: 95004 | BRG_TEMP: 120.7
[T+12.890] INLET_P: 215.31 | PUMP_RPM: 95028 | BRG_TEMP: 121.0
[T+12.900] INLET_P: -89.71 | PUMP_RPM: 95006 | BRG_TEMP: 119.8
[T+12.910] INLET_P: 152.94 | PUMP_RPM: 94998 | BRG_TEMP: 120.8
[T+12.920] INLET_P: -109.93 | PUMP_RPM: 95006 | BRG_TEMP: 119.9
[T+12.930] INLET_P: -128.20 | PUMP_RPM: 95049 | BRG_TEMP: 120.3
[T+12.940] INLET_P: 315.35 | PUMP_RPM: 95030 | BRG_TEMP: 120.7
[T+12.950] INLET_P: 539.66 | PUMP_RPM: 94977 | BRG_TEMP: 119.9
[T+12.960] INLET_P: 512.42 | PUMP_RPM: 94961 | BRG_TEMP: 119.3
[T+12.970] INLET_P: 503.60 | PUMP_RPM: 95035 | BRG_TEMP: 119.3
[T+12.980] INLET_P: -77.42 | PUMP_RPM: 95032 | BRG_TEMP: 120.0
[T+12.990] INLET_P: 364.80 | PUMP_RPM: 95005 | BRG_TEMP: 119.4
[T+13.000] INLET_P: -124.45 | PUMP_RPM: 94985 | BRG_TEMP: 119.1
[T+13.010] INLET_P: 20.97 | PUMP_RPM: 95032 | BRG_TEMP: 120.4
[T+13.020] INLET_P: 431.79 | PUMP_RPM: 94959 | BRG_TEMP: 119.2
[T+13.030] INLET_P: 155.92 | PUMP_RPM: 95004 | BRG_TEMP: 119.3
[T+13.040] INLET_P: -5.66 | PUMP_RPM: 94962 | BRG_TEMP: 119.9
[T+13.050] INLET_P: 66.66 | PUMP_RPM: 94975 | BRG_TEMP: 120.2
[T+13.060] INLET_P: 186.79 | PUMP_RPM: 94991 | BRG_TEMP: 119.2
[T+13.070] INLET_P: -44.19 | PUMP_RPM: 95015 | BRG_TEMP: 119.0
[T+13.080] INLET_P: 53.64 | PUMP_RPM: 94989 | BRG_TEMP: 119.5
[T+13.090] INLET_P: 459.60 | PUMP_RPM: 94981 | BRG_TEMP: 120.5
[T+13.100] INLET_P: 318.52 | PUMP_RPM: 95041 | BRG_TEMP: 119.9
[T+13.110] INLET_P: -54.37 | PUMP_RPM: 94994 | BRG_TEMP: 119.5
[T+13.120] INLET_P: -97.00 | PUMP_RPM: 94964 | BRG_TEMP: 120.7
[T+13.130] INLET_P: 135.80 | PUMP_RPM: 95014 | BRG_TEMP: 120.8
[T+13.140] INLET_P: 200.73 | PUMP_RPM: 94993 | BRG_TEMP: 120.0
[T+13.150] INLET_P: -150.99 | PUMP_RPM: 94992 | BRG_TEMP: 120.6
[T+13.160] INLET_P: -156.12 | PUMP_RPM: 94976 | BRG_TEMP: 120.2
[T+13.170] INLET_P: -1.94 | PUMP_RPM: 94986 | BRG_TEMP: 119.2
[T+13.180] INLET_P: 226.73 | PUMP_RPM: 94994 | BRG_TEMP: 119.3
[T+13.190] INLET_P: -3.19 | PUMP_RPM: 94990 | BRG_TEMP: 120.8
[T+13.200] INLET_P: 481.66 | PUMP_RPM: 94965 | BRG_TEMP: 120.7
[T+13.210] INLET_P: 12.41 | PUMP_RPM: 94982 | BRG_TEMP: 121.0
[T+13.220] INLET_P: 352.44 | PUMP_RPM: 95047 | BRG_TEMP: 119.2
[T+13.230] INLET_P: 64.70 | PUMP_RPM: 95009 | BRG_TEMP: 120.0
[T+13.240] INLET_P: 213.00 | PUMP_RPM: 94959 | BRG_TEMP: 120.5
[T+13.250] INLET_P: -134.03 | PUMP_RPM: 94993 | BRG_TEMP: 120.1
[T+13.260] INLET_P: -149.39 | PUMP_RPM: 94988 | BRG_TEMP: 119.1
[T+13.270] INLET_P: 317.62 | PUMP_RPM: 94951 | BRG_TEMP: 119.1
[T+13.280] INLET_P: 352.05 | PUMP_RPM: 94962 | BRG_TEMP: 119.6
[T+13.290] INLET_P: 404.69 | PUMP_RPM: 95008 | BRG_TEMP: 120.9
[T+13.300] INLET_P: 516.39 | PUMP_RPM: 95008 | BRG_TEMP: 120.8
[T+13.310] INLET_P: 398.00 | PUMP_RPM: 95000 | BRG_TEMP: 119.1
[T+13.320] INLET_P: -8.06 | PUMP_RPM: 95028 | BRG_TEMP: 119.5
[T+13.330] INLET_P: 364.42 | PUMP_RPM: 95041 | BRG_TEMP: 119.4
[T+13.340] INLET_P: 499.14 | PUMP_RPM: 95044 | BRG_TEMP: 119.4
[T+13.350] INLET_P: -11.88 | PUMP_RPM: 94952 | BRG_TEMP: 119.1
[T+13.360] INLET_P: 137.20 | PUMP_RPM: 95017 | BRG_TEMP: 120.9
[T+13.370] INLET_P: -43.39 | PUMP_RPM: 94979 | BRG_TEMP: 120.8
[T+13.380] INLET_P: -26.22 | PUMP_RPM: 94967 | BRG_TEMP: 120.1
[T+13.390] INLET_P: -178.70 | PUMP_RPM: 95011 | BRG_TEMP: 119.5
[T+13.400] INLET_P: 394.36 | PUMP_RPM: 95049 | BRG_TEMP: 121.0
[T+13.410] INLET_P: 419.52 | PUMP_RPM: 94976 | BRG_TEMP: 120.3
[T+13.420] INLET_P: 180.15 | PUMP_RPM: 94992 | BRG_TEMP: 119.8
[T+13.430] INLET_P: -163.41 | PUMP_RPM: 94985 | BRG_TEMP: 119.3
[T+13.440] INLET_P: 210.58 | PUMP_RPM: 95044 | BRG_TEMP: 119.5
[T+13.450] INLET_P: -98.01 | PUMP_RPM: 95041 | BRG_TEMP: 120.8
[T+13.460] INLET_P: 404.08 | PUMP_RPM: 94964 | BRG_TEMP: 120.6
[T+13.470] INLET_P: -186.68 | PUMP_RPM: 95016 | BRG_TEMP: 120.4
[T+13.480] INLET_P: 37.50 | PUMP_RPM: 95026 | BRG_TEMP: 119.7
[T+13.490] INLET_P: -184.13 | PUMP_RPM: 94963 | BRG_TEMP: 119.0
[T+13.500] INLET_P: 283.39 | PUMP_RPM: 94981 | BRG_TEMP: 120.2
[T+13.510] INLET_P: 304.59 | PUMP_RPM: 94956 | BRG_TEMP: 120.9
[T+13.520] INLET_P: -82.87 | PUMP_RPM: 94995 | BRG_TEMP: 119.5
[T+13.530] INLET_P: 479.61 | PUMP_RPM: 94987 | BRG_TEMP: 120.4
[T+13.540] INLET_P: -4.08 | PUMP_RPM: 95001 | BRG_TEMP: 120.7
[T+13.550] INLET_P: -85.01 | PUMP_RPM: 94956 | BRG_TEMP: 119.7
[T+13.560] INLET_P: -37.79 | PUMP_RPM: 94992 | BRG_TEMP: 119.7
[T+13.570] INLET_P: -130.71 | PUMP_RPM: 95032 | BRG_TEMP: 119.8
[T+13.580] INLET_P: 460.96 | PUMP_RPM: 95008 | BRG_TEMP: 119.1
[T+13.590] INLET_P: -188.62 | PUMP_RPM: 95011 | BRG_TEMP: 119.1
[T+13.600] INLET_P: 192.41 | PUMP_RPM: 95002 | BRG_TEMP: 119.6
[T+13.610] INLET_P: 401.16 | PUMP_RPM: 94997 | BRG_TEMP: 120.3
[T+13.620] INLET_P: 120.29 | PUMP_RPM: 94951 | BRG_TEMP: 120.8
[T+13.630] INLET_P: -53.24 | PUMP_RPM: 95029 | BRG_TEMP: 120.5
[T+13.640] INLET_P: -34.57 | PUMP_RPM: 95043 | BRG_TEMP: 119.6
[T+13.650] INLET_P: 332.91 | PUMP_RPM: 95048 | BRG_TEMP: 119.0
[T+13.660] INLET_P: 106.20 | PUMP_RPM: 95026 | BRG_TEMP: 120.9
[T+13.670] INLET_P: -49.00 | PUMP_RPM: 95022 | BRG_TEMP: 120.6
[T+13.680] INLET_P: 56.94 | PUMP_RPM: 94959 | BRG_TEMP: 121.0
[T+13.690] INLET_P: 136.87 | PUMP_RPM: 95038 | BRG_TEMP: 120.7
[T+13.700] INLET_P: -80.13 | PUMP_RPM: 95037 | BRG_TEMP: 120.4
[T+13.710] INLET_P: -190.99 | PUMP_RPM: 94988 | BRG_TEMP: 120.0
[T+13.720] INLET_P: 374.66 | PUMP_RPM: 95041 | BRG_TEMP: 120.0
[T+13.730] INLET_P: -21.55 | PUMP_RPM: 94962 | BRG_TEMP: 119.3
[T+13.740] INLET_P: 166.31 | PUMP_RPM: 94966 | BRG_TEMP: 120.7
[T+13.750] INLET_P: 368.22 | PUMP_RPM: 95041 | BRG_TEMP: 120.2
[T+13.760] INLET_P: 216.75 | PUMP_RPM: 94965 | BRG_TEMP: 119.4
[T+13.770] INLET_P: 47.45 | PUMP_RPM: 94963 | BRG_TEMP: 120.7
[T+13.780] INLET_P: -38.23 | PUMP_RPM: 95024 | BRG_TEMP: 119.7
[T+13.790] INLET_P: 357.64 | PUMP_RPM: 94986 | BRG_TEMP: 119.2
[T+13.800] INLET_P: 428.07 | PUMP_RPM: 94953 | BRG_TEMP: 121.0
[T+13.810] INLET_P: 114.49 | PUMP_RPM: 95029 | BRG_TEMP: 120.4
[T+13.820] INLET_P: 325.49 | PUMP_RPM: 95048 | BRG_TEMP: 119.8
[T+13.830] INLET_P: 99.71 | PUMP_RPM: 95003 | BRG_TEMP: 120.0
[T+13.840] INLET_P: -41.45 | PUMP_RPM: 95007 | BRG_TEMP: 119.0
[T+13.850] INLET_P: -51.88 | PUMP_RPM: 95021 | BRG_TEMP: 120.8
[T+13.860] INLET_P: 327.32 | PUMP_RPM: 94985 | BRG_TEMP: 119.7
[T+13.870] INLET_P: 440.53 | PUMP_RPM: 94965 | BRG_TEMP: 120.5
[T+13.880] INLET_P: 192.18 | PUMP_RPM: 95006 | BRG_TEMP: 119.5
[T+13.890] INLET_P: 357.62 | PUMP_RPM: 94993 | BRG_TEMP: 120.7
[T+13.900] INLET_P: 36.32 | PUMP_RPM: 95011 | BRG_TEMP: 119.0
[T+13.910] INLET_P: 146.89 | PUMP_RPM: 94990 | BRG_TEMP: 120.1
[T+13.920] INLET_P: 321.52 | PUMP_RPM: 95038 | BRG_TEMP: 119.5
[T+13.930] INLET_P: -45.10 | PUMP_RPM: 95047 | BRG_TEMP: 119.6
[T+13.940] INLET_P: 99.04 | PUMP_RPM: 95029 | BRG_TEMP: 119.5
[T+13.950] INLET_P: 414.38 | PUMP_RPM: 94992 | BRG_TEMP: 119.7
[T+13.960] INLET_P: 213.81 | PUMP_RPM: 94984 | BRG_TEMP: 120.2
[T+13.970] INLET_P: -120.32 | PUMP_RPM: 94982 | BRG_TEMP: 119.2
[T+13.980] INLET_P: 12.32 | PUMP_RPM: 95023 | BRG_TEMP: 119.6
[T+13.990] INLET_P: 336.27 | PUMP_RPM: 94997 | BRG_TEMP: 120.5
[T+14.000] INLET_P: 130.62 | PUMP_RPM: 95027 | BRG_TEMP: 119.4
[T+14.010] INLET_P: 443.10 | PUMP_RPM: 95023 | BRG_TEMP: 120.9
[T+14.020] INLET_P: 134.07 | PUMP_RPM: 94959 | BRG_TEMP: 120.4
[T+14.030] INLET_P: -47.53 | PUMP_RPM: 94993 | BRG_TEMP: 119.7
[T+14.040] INLET_P: 440.37 | PUMP_RPM: 94956 | BRG_TEMP: 119.6
[T+14.050] INLET_P: 209.38 | PUMP_RPM: 95047 | BRG_TEMP: 119.9
[T+14.060] INLET_P: -227.68 | PUMP_RPM: 94952 | BRG_TEMP: 119.9
[T+14.070] INLET_P: 229.00 | PUMP_RPM: 94959 | BRG_TEMP: 120.4
[T+14.080] INLET_P: -54.77 | PUMP_RPM: 94958 | BRG_TEMP: 119.1
[T+14.090] INLET_P: 159.26 | PUMP_RPM: 95025 | BRG_TEMP: 119.7
[T+14.100] INLET_P: 52.94 | PUMP_RPM: 94960 | BRG_TEMP: 119.7
[T+14.110] INLET_P: -142.02 | PUMP_RPM: 94971 | BRG_TEMP: 121.0
[T+14.120] INLET_P: 420.26 | PUMP_RPM: 94970 | BRG_TEMP: 119.6
[T+14.130] INLET_P: 41.19 | PUMP_RPM: 94999 | BRG_TEMP: 119.1
[T+14.140] INLET_P: 335.14 | PUMP_RPM: 94985 | BRG_TEMP: 120.2
[T+14.150] INLET_P: 127.36 | PUMP_RPM: 95019 | BRG_TEMP: 120.2
[T+14.160] INLET_P: -245.04 | PUMP_RPM: 94964 | BRG_TEMP: 120.1
[T+14.170] INLET_P: 201.45 | PUMP_RPM: 95015 | BRG_TEMP: 120.1
[T+14.180] INLET_P: 61.55 | PUMP_RPM: 94950 | BRG_TEMP: 119.3
[T+14.190] INLET_P: -168.40 | PUMP_RPM: 94978 | BRG_TEMP: 120.8
[T+14.200] INLET_P: 332.00 | PUMP_RPM: 95029 | BRG_TEMP: 119.4
[T+14.210] INLET_P: 70.93 | PUMP_RPM: 94995 | BRG_TEMP: 119.7
[T+14.220] INLET_P: 337.90 | PUMP_RPM: 94970 | BRG_TEMP: 120.0
[T+14.230] INLET_P: 420.56 | PUMP_RPM: 94973 | BRG_TEMP: 120.1
[T+14.240] INLET_P: 229.70 | PUMP_RPM: 94953 | BRG_TEMP: 119.7
[T+14.250] INLET_P: 382.37 | PUMP_RPM: 95049 | BRG_TEMP: 120.1
[T+14.260] INLET_P: -2.27 | PUMP_RPM: 94959 | BRG_TEMP: 119.5
[T+14.270] INLET_P: 416.17 | PUMP_RPM: 94965 | BRG_TEMP: 119.2
[T+14.280] INLET_P: 20.48 | PUMP_RPM: 94982 | BRG_TEMP: 120.1
[T+14.290] INLET_P: 305.67 | PUMP_RPM: 95039 | BRG_TEMP: 119.2
[T+14.300] INLET_P: 227.49 | PUMP_RPM: 95028 | BRG_TEMP: 120.2
[T+14.310] INLET_P: -253.16 | PUMP_RPM: 94973 | BRG_TEMP: 120.8
[T+14.320] INLET_P: 167.95 | PUMP_RPM: 95029 | BRG_TEMP: 119.4
[T+14.330] INLET_P: 124.29 | PUMP_RPM: 95037 | BRG_TEMP: 120.3
[T+14.340] INLET_P: -81.99 | PUMP_RPM: 95014 | BRG_TEMP: 120.0
[T+14.350] INLET_P: -280.26 | PUMP_RPM: 94966 | BRG_TEMP: 120.9
[T+14.360] INLET_P: -185.63 | PUMP_RPM: 95044 | BRG_TEMP: 120.6
[T+14.370] INLET_P: -188.87 | PUMP_RPM: 95002 | BRG_TEMP: 120.0
[T+14.380] INLET_P: -134.93 | PUMP_RPM: 94999 | BRG_TEMP: 119.1
[T+14.390] INLET_P: 232.13 | PUMP_RPM: 95041 | BRG_TEMP: 119.6
[T+14.400] INLET_P: -116.77 | PUMP_RPM: 94987 | BRG_TEMP: 121.0
[T+14.410] INLET_P: -172.66 | PUMP_RPM: 95049 | BRG_TEMP: 120.7
[T+14.420] INLET_P: -148.16 | PUMP_RPM: 95043 | BRG_TEMP: 119.1
[T+14.430] INLET_P: -173.59 | PUMP_RPM: 94973 | BRG_TEMP: 119.2
[T+14.440] INLET_P: 193.16 | PUMP_RPM: 95012 | BRG_TEMP: 119.0
[T+14.450] INLET_P: 48.53 | PUMP_RPM: 95009 | BRG_TEMP: 120.5
[T+14.460] INLET_P: -235.80 | PUMP_RPM: 95020 | BRG_TEMP: 119.4
[T+14.470] INLET_P: 64.01 | PUMP_RPM: 95023 | BRG_TEMP: 120.8
[T+14.480] INLET_P: -104.87 | PUMP_RPM: 95019 | BRG_TEMP: 119.7
[T+14.490] INLET_P: 28.96 | PUMP_RPM: 95040 | BRG_TEMP: 120.6
[T+14.500] INLET_P: 31.30 | PUMP_RPM: 94970 | BRG_TEMP: 119.9
[T+14.510] INLET_P: 139.06 | PUMP_RPM: 94982 | BRG_TEMP: 119.7
[T+14.520] INLET_P: -233.96 | PUMP_RPM: 94962 | BRG_TEMP: 120.1
[T+14.530] INLET_P: -153.22 | PUMP_RPM: 95011 | BRG_TEMP: 120.2
[T+14.540] INLET_P: 96.25 | PUMP_RPM: 95010 | BRG_TEMP: 120.6
[T+14.550] INLET_P: -224.72 | PUMP_RPM: 94989 | BRG_TEMP: 119.5
[T+14.560] INLET_P: 170.90 | PUMP_RPM: 94985 | BRG_TEMP: 119.1
[T+14.570] INLET_P: 348.80 | PUMP_RPM: 94980 | BRG_TEMP: 120.5
[T+14.580] INLET_P: -124.77 | PUMP_RPM: 94996 | BRG_TEMP: 120.9
[T+14.590] INLET_P: -148.48 | PUMP_RPM: 95043 | BRG_TEMP: 119.4
[T+14.600] INLET_P: -309.95 | PUMP_RPM: 95031 | BRG_TEMP: 120.8
[T+14.610] INLET_P: 270.89 | PUMP_RPM: 94979 | BRG_TEMP: 120.5
[T+14.620] INLET_P: -242.69 | PUMP_RPM: 95009 | BRG_TEMP: 119.6
[T+14.630] INLET_P: 283.65 | PUMP_RPM: 95024 | BRG_TEMP: 120.4
[T+14.640] INLET_P: -98.31 | PUMP_RPM: 94959 | BRG_TEMP: 119.9
[T+14.650] INLET_P: 189.92 | PUMP_RPM: 94991 | BRG_TEMP: 121.0
[T+14.660] INLET_P: 172.91 | PUMP_RPM: 94973 | BRG_TEMP: 119.3
[T+14.670] INLET_P: 155.20 | PUMP_RPM: 95020 | BRG_TEMP: 120.9
[T+14.680] INLET_P: 19.90 | PUMP_RPM: 95023 | BRG_TEMP: 120.3
[T+14.690] INLET_P: 286.45 | PUMP_RPM: 95027 | BRG_TEMP: 119.9
[T+14.700] INLET_P: 86.06 | PUMP_RPM: 95029 | BRG_TEMP: 120.1
[T+14.710] INLET_P: 13.39 | PUMP_RPM: 94951 | BRG_TEMP: 119.0
[T+14.720] INLET_P: 223.42 | PUMP_RPM: 94978 | BRG_TEMP: 120.0
[T+14.730] INLET_P: -270.26 | PUMP_RPM: 95004 | BRG_TEMP: 120.6
